table_database;table_schema;table_name;column_name;data_type
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;meta_id_user;NVARCHAR
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;meta_dt_load;SMALLDATETIME
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;meta_id_hash;NVARCHAR
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;meta_dt_valid_from;DATE
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;meta_dt_valid_to;DATE
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;system-id;VARCHAR
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;filename;VARCHAR
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;report_date;DATE
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;total_number_of_records;INT
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;delivery;VARCHAR
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;hash_total_numeric;VARCHAR
stg_archive_cbs;cbs;vw_cbs_indexatie_cf;aanmaakdatum;DATETIME
stg_archive_cbs;cbs;vw_cbs_indexatie;meta_id_user;NVARCHAR
stg_archive_cbs;cbs;vw_cbs_indexatie;meta_dt_load;SMALLDATETIME
stg_archive_cbs;cbs;vw_cbs_indexatie;meta_id_hash;NVARCHAR
stg_archive_cbs;cbs;vw_cbs_indexatie;meta_dt_valid_from;DATE
stg_archive_cbs;cbs;vw_cbs_indexatie;meta_dt_valid_to;DATE
stg_archive_cbs;cbs;vw_cbs_indexatie;jaar;NUMERIC
stg_archive_cbs;cbs;vw_cbs_indexatie;kwartaal;NUMERIC
stg_archive_cbs;cbs;vw_cbs_indexatie;index;NUMERIC
stg_archive_cbs;cbs;vw_cbs_indexatie;description;VARCHAR
stg_archive_equens;equ;vw_transaction_attempt;meta_id_user;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;meta_dt_load;SMALLDATETIME
stg_archive_equens;equ;vw_transaction_attempt;meta_id_hash;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;meta_dt_valid_from;DATE
stg_archive_equens;equ;vw_transaction_attempt;meta_dt_valid_to;DATE
stg_archive_equens;equ;vw_transaction_attempt;sol;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;seq;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;record;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;date;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;time;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;type;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;stan;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;time_short;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;date_short;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;wallet;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;ecommerce;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;pan;NVARCHAR
stg_archive_equens;equ;vw_transaction_attempt;file_reference;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;meta_id_user;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;meta_dt_load;SMALLDATETIME
stg_archive_abacus;aba;vw_corep_details;meta_id_hash;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;meta_dt_valid_from;DATE
stg_archive_abacus;aba;vw_corep_details;meta_dt_valid_to;DATE
stg_archive_abacus;aba;vw_corep_details;dt_ingediend;DATE
stg_archive_abacus;aba;vw_corep_details;reporting_unit;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;date;DATE
stg_archive_abacus;aba;vw_corep_details;name_of_cluster;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;created_on;DATE
stg_archive_abacus;aba;vw_corep_details;b001;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;b002;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;b312;INT
stg_archive_abacus;aba;vw_corep_details;b723;INT
stg_archive_abacus;aba;vw_corep_details;c013;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;c200;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;f001;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;p032;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;rowname;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;colname;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;amount;DECIMAL
stg_archive_abacus;aba;vw_corep_details;b500;INT
stg_archive_abacus;aba;vw_corep_details;b020;DECIMAL
stg_archive_abacus;aba;vw_corep_details;b021;DECIMAL
stg_archive_abacus;aba;vw_corep_details;b407;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;b410;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;i051;DECIMAL
stg_archive_abacus;aba;vw_corep_details;i036;DECIMAL
stg_archive_abacus;aba;vw_corep_details;i059;DECIMAL
stg_archive_abacus;aba;vw_corep_details;i060;DECIMAL
stg_archive_abacus;aba;vw_corep_details;b217;DECIMAL
stg_archive_abacus;aba;vw_corep_details;i050;DECIMAL
stg_archive_abacus;aba;vw_corep_details;b014;INT
stg_archive_abacus;aba;vw_corep_details;c215;DECIMAL
stg_archive_abacus;aba;vw_corep_details;c223;DECIMAL
stg_archive_abacus;aba;vw_corep_details;c226;DECIMAL
stg_archive_abacus;aba;vw_corep_details;b040;DECIMAL
stg_archive_abacus;aba;vw_corep_details;b025;DECIMAL
stg_archive_abacus;aba;vw_corep_details;i037;DECIMAL
stg_archive_abacus;aba;vw_corep_details;b013;INT
stg_archive_abacus;aba;vw_corep_details;i056;INT
stg_archive_abacus;aba;vw_corep_details;rt30b_i056;INT
stg_archive_abacus;aba;vw_corep_details;i204;INT
stg_archive_abacus;aba;vw_corep_details;i058;DECIMAL
stg_archive_abacus;aba;vw_corep_details;i069;DECIMAL
stg_archive_abacus;aba;vw_corep_details;b015;INT
stg_archive_abacus;aba;vw_corep_details;b502;INT
stg_archive_abacus;aba;vw_corep_details;i113;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;i112;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;c150;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;f003;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;i004;DECIMAL
stg_archive_abacus;aba;vw_corep_details;i005;DECIMAL
stg_archive_abacus;aba;vw_corep_details;i019;DECIMAL
stg_archive_abacus;aba;vw_corep_details;i020;INT
stg_archive_abacus;aba;vw_corep_details;b160;INT
stg_archive_abacus;aba;vw_corep_details;i090;DECIMAL
stg_archive_abacus;aba;vw_corep_details;j304;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;j305;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;j306;NVARCHAR
stg_archive_abacus;aba;vw_corep_details;id;BIGINT
stg_archive_abacus;aba;vw_controle;meta_id_user;NVARCHAR
stg_archive_abacus;aba;vw_controle;meta_dt_load;SMALLDATETIME
stg_archive_abacus;aba;vw_controle;meta_id_hash;NVARCHAR
stg_archive_abacus;aba;vw_controle;meta_dt_valid_from;DATE
stg_archive_abacus;aba;vw_controle;meta_dt_valid_to;DATE
stg_archive_abacus;aba;vw_controle;system_id;NVARCHAR
stg_archive_abacus;aba;vw_controle;table;NVARCHAR
stg_archive_abacus;aba;vw_controle;report_date;DATE
stg_archive_abacus;aba;vw_controle;dt_snapshot;DATE
stg_archive_abacus;aba;vw_controle;num_of_rec;BIGINT
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;portefeuille;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;isin_code;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;coupon_rendement;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;fonds;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;nominale_waarde;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;valuta;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;aankoopwaarde;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;aankoopkoers;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;restant_aankoopwaarde;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;aankoopdatum;DATE
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;accounting_koers;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;fondscode;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;fair_value_koers;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;productnummer;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;lcr_garantie_indicatie;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_price_eigenboek;br;VARCHAR
stg_archive_ambittreasury;atr;vw_controle;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_controle;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_controle;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_controle;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_controle;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_controle;col_bestandsnaam;VARCHAR
stg_archive_ambittreasury;atr;vw_controle;col_rapportage_datum;DATE
stg_archive_ambittreasury;atr;vw_controle;col_aantal_records;INT
stg_archive_ambittreasury;atr;vw_financial_info;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_financial_info;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_financial_info;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_financial_info;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_financial_info;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_financial_info;br;VARCHAR
stg_archive_ambittreasury;atr;vw_financial_info;ccy;VARCHAR
stg_archive_ambittreasury;atr;vw_financial_info;dealno;VARCHAR
stg_archive_ambittreasury;atr;vw_financial_info;instrument_name;VARCHAR
stg_archive_ambittreasury;atr;vw_financial_info;entity;VARCHAR
stg_archive_ambittreasury;atr;vw_financial_info;tdyincexp;DECIMAL
stg_archive_ambittreasury;atr;vw_financial_info;market_value;DECIMAL
stg_archive_ambittreasury;atr;vw_financial_info;payrecind;VARCHAR
stg_archive_ambittreasury;atr;vw_financial_info;isin;VARCHAR
stg_archive_ambittreasury;atr;vw_financial_info;pl_amt;DECIMAL
stg_archive_ambittreasury;atr;vw_financial_info;pl_ccy;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;rptno;INT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;amount;FLOAT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;barrier;FLOAT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;barrier2;FLOAT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;baseccy;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;buy/sell;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;call/put;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;ccypair;INT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;counterparty;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;counterpartyname;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;currency;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;currencyoptiontype;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;dealdate;DATETIME
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;dealid;INT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;dealside;INT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;entity;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;expirydate;DATETIME
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;facevalue;FLOAT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;instrument;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;maturitydate;DATETIME
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;optionstatus;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;pairccy;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;payorreceive;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;principaloutstanding;FLOAT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;settlement;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;spotrate;FLOAT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;strikerate;FLOAT
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;type;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;underlyingphysical;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_option_contract_detail_check;br;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_repo_info;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_repo_info;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_repo_info;entity;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;mrp_reportingcode;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;dealno;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;cno;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;cno_thekey;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;cno_extname;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;dealdate;DATE
stg_archive_ambittreasury;atr;vw_repo_info;vdate;DATE
stg_archive_ambittreasury;atr;vw_repo_info;mdate;DATE
stg_archive_ambittreasury;atr;vw_repo_info;revdate;DATE
stg_archive_ambittreasury;atr;vw_repo_info;org_entrydate;DATE
stg_archive_ambittreasury;atr;vw_repo_info;notional_amount;DECIMAL
stg_archive_ambittreasury;atr;vw_repo_info;notccy;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;instrument_name;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;is_rollover;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;margin_call_trshld;DECIMAL
stg_archive_ambittreasury;atr;vw_repo_info;dealno1;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;cashccy;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;cash_amount1;DECIMAL
stg_archive_ambittreasury;atr;vw_repo_info;intr_calc_basis1;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;dealno2;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;securities_price2;DECIMAL
stg_archive_ambittreasury;atr;vw_repo_info;haircut_pct2;DECIMAL
stg_archive_ambittreasury;atr;vw_repo_info;quantity2;DECIMAL
stg_archive_ambittreasury;atr;vw_repo_info;princcy;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;principle_value2;DECIMAL
stg_archive_ambittreasury;atr;vw_repo_info;dealno3;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;sell_buy_trnnr2;VARCHAR
stg_archive_ambittreasury;atr;vw_repo_info;repo_rate;DECIMAL
stg_archive_ambittreasury;atr;vw_repo_info;repo_rate_frq;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_swap_planning;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_swap_planning;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_swap_planning;br;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;dealno;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;fixfloatind;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;intamt;DECIMAL
stg_archive_ambittreasury;atr;vw_swap_planning;intccy;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;intenddte;DATE
stg_archive_ambittreasury;atr;vw_swap_planning;intrate_8;DECIMAL
stg_archive_ambittreasury;atr;vw_swap_planning;intstrtdte;DATE
stg_archive_ambittreasury;atr;vw_swap_planning;ppayamt;DECIMAL
stg_archive_ambittreasury;atr;vw_swap_planning;ppayccy;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;prinadjamt;DECIMAL
stg_archive_ambittreasury;atr;vw_swap_planning;prinamt;DECIMAL
stg_archive_ambittreasury;atr;vw_swap_planning;princcy;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;ratefixdte;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;raterevdte;DATE
stg_archive_ambittreasury;atr;vw_swap_planning;seq;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;spread_8;DECIMAL
stg_archive_ambittreasury;atr;vw_swap_planning;basis;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;basis_freq;VARCHAR
stg_archive_ambittreasury;atr;vw_swap_planning;ipaydate;DATE
stg_archive_ambittreasury;atr;vw_swap_planning;events_comments;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_securities_amortisation;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_securities_amortisation;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_securities_amortisation;deal_number;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;action_number;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;market_classification;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;action_type;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;currency;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;instrument_name;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;entity;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;settlement_date;DATE
stg_archive_ambittreasury;atr;vw_securities_amortisation;component_comment;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_amortisation;effective_date;DATE
stg_archive_ambittreasury;atr;vw_securities_amortisation;action_date;DATE
stg_archive_ambittreasury;atr;vw_securities_amortisation;amount;DECIMAL
stg_archive_ambittreasury;atr;vw_crlm;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_crlm;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_crlm;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_crlm;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_crlm;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_crlm;limitdefinition;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;utilisation;DECIMAL
stg_archive_ambittreasury;atr;vw_crlm;br;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;limitcurrency;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;counterpartylim;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;limitname;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;termendlimit;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;termstartlimit;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;instrument_name;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;mtydate;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;entity_;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;in_ex;VARCHAR
stg_archive_ambittreasury;atr;vw_crlm;limitamount;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;productnummer;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;security;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;naam;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;naam_lang;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;ingangsdatum;DATE
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;afloopdatum;DATETIME
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;afloopdatum_origineel;DATETIME
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;denomination;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;valuta;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;valorennummer;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;isin;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;rente;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;rente_periode;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;rente_eenheid;SMALLINT
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;rentemethode;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;ingang_renteberekening;DATE
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;land_herkomst;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;renteherzieningsdatum;DATETIME
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;issuer;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;emissie_volume;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;mifid;INT
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;price_pool_factor;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_product_eigenboek;br;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_positie_eigenboek;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_securities_positie_eigenboek;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_securities_positie_eigenboek;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_securities_positie_eigenboek;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_securities_positie_eigenboek;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_securities_positie_eigenboek;productnummer;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_positie_eigenboek;fondscode;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_positie_eigenboek;aantal;DECIMAL
stg_archive_ambittreasury;atr;vw_securities_positie_eigenboek;landcode_bewaring;VARCHAR
stg_archive_ambittreasury;atr;vw_securities_positie_eigenboek;br;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;meta_id_user;NVARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;meta_dt_load;SMALLDATETIME
stg_archive_ambittreasury;atr;vw_fx_position;meta_id_hash;NVARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;meta_dt_valid_from;DATE
stg_archive_ambittreasury;atr;vw_fx_position;meta_dt_valid_to;DATE
stg_archive_ambittreasury;atr;vw_fx_position;rptno;INT
stg_archive_ambittreasury;atr;vw_fx_position;available;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;availablegroup;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;batest;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;ccygroup;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;ccylimit;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;counterparty;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;currency;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;d1maturitydate;DATETIME
stg_archive_ambittreasury;atr;vw_fx_position;dealid;INT
stg_archive_ambittreasury;atr;vw_fx_position;dealside;INT
stg_archive_ambittreasury;atr;vw_fx_position;entity;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;entitygroupgroupgroupgroupgroup;INT
stg_archive_ambittreasury;atr;vw_fx_position;exposuretype;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;fxexpuitfwd;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;fxexposureexfwd;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;fxexposuretotaal;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;fxlong;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;fxshort;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;grouplimit;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;inbaseccy;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;instrument;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;limitdetails;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;long;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;main;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;mvbase;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;net;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;ntbambit;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;opicsfxtotaal;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;opicsfxtotaalexaccrued;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;other;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;p1bookvalue;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;p1couponaccrual;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;p1facevalue;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;p1fxposition;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;p1limitamount;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;p1limitcurrency;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;p1limitdescription;VARCHAR
stg_archive_ambittreasury;atr;vw_fx_position;p1marketvalue;FLOAT
stg_archive_ambittreasury;atr;vw_fx_position;p1principaloutstanding;FLOAT
